ENSMUST00000125294.8	chr1	+	9908667	9940452	Mcmdc2
ENSMUST00000140948.8	chr1	+	9908669	9942085	Mcmdc2
ENSMUST00000118098.2	chr1	+	9911313	9921266	Mcmdc2
ENSMUST00000182580.7	chr1	-	9941958	9944118	Snhg6
ENSMUST00000182819.7	chr1	-	9942022	9943223	Snhg6
ENSMUST00000175437.1	chr1	-	9942462	9942549	Snord87
ENSMUST00000185184.1	chr1	-	9960162	9967932	Tcf24
ENSMUST00000097824.2	chr1	-	9960170	9962809	Tcf24
ENSMUST00000192299.1	chr1	+	9967313	9968687	E330040D14Rik
ENSMUST00000027049.9	chr1	-	9968623	10009136	Ppp1r42
ENSMUST00000134692.1	chr1	+	9982386	9992366	Gm15818
ENSMUST00000179194.1	chr1	-	10009813	10009917	Gm24674
ENSMUST00000027050.9	chr1	-	10024600	10038127	Cops5
ENSMUST00000071087.11	chr1	+	10038216	10136768	Cspp1
ENSMUST00000117415.7	chr1	+	10038261	10067118	Cspp1
ENSMUST00000118263.7	chr1	+	10039772	10067976	Cspp1
ENSMUST00000122156.7	chr1	+	10039772	10068333	Cspp1
ENSMUST00000119714.7	chr1	+	10039784	10067102	Cspp1
ENSMUST00000186294.6	chr1	+	10046492	10136145	Cspp1
ENSMUST00000194474.1	chr1	-	10057024	10057944	1700047N06Rik
ENSMUST00000088615.10	chr1	-	10137570	10232670	Arfgef1
ENSMUST00000157528.1	chr1	+	10166538	10166778	Gm26348
ENSMUST00000131556.1	chr1	-	10173074	10232670	Arfgef1
ENSMUST00000192111.1	chr1	-	10197080	10198802	Gm37569
ENSMUST00000035577.6	chr1	-	10324726	10719945	Cpa6
ENSMUST00000194845.1	chr1	-	10449244	10451989	Gm38005
ENSMUST00000179958.1	chr1	-	10555553	10555660	Gm25253
ENSMUST00000192705.1	chr1	-	10782455	10784377	Gm37133
ENSMUST00000157960.1	chr1	+	10921669	10921760	Gm22963
ENSMUST00000027056.11	chr1	+	10993464	11303681	Prex2
ENSMUST00000104130.1	chr1	-	11134110	11134238	Gm24173
ENSMUST00000193623.1	chr1	-	11363925	11366964	Gm37410
ENSMUST00000171690.8	chr1	+	11414104	11601811	A830018L16Rik
ENSMUST00000048613.13	chr1	+	11414104	11975901	A830018L16Rik
ENSMUST00000135014.7	chr1	+	11414268	11601621	A830018L16Rik
ENSMUST00000137824.7	chr1	+	11414508	11975397	A830018L16Rik
ENSMUST00000179089.7	chr1	+	11414508	11975397	A830018L16Rik
ENSMUST00000194502.1	chr1	+	11416917	11419388	Gm38178
ENSMUST00000195360.1	chr1	+	11704206	11706350	Gm38069
ENSMUST00000179834.1	chr1	+	12374935	12375042	Gm22633
ENSMUST00000183490.1	chr1	+	12425985	12426106	Mir6341
ENSMUST00000181272.1	chr1	+	12667562	12673090	Gm17644
ENSMUST00000186962.1	chr1	-	12670323	12671176	Gm29663
ENSMUST00000177608.7	chr1	+	12692276	12861192	Sulf1
ENSMUST00000180062.7	chr1	+	12692322	12860371	Sulf1
ENSMUST00000186051.6	chr1	+	12692531	12852489	Sulf1
ENSMUST00000088585.9	chr1	+	12718528	12860377	Sulf1
ENSMUST00000188454.6	chr1	-	12866548	12992650	Slco5a1
ENSMUST00000115403.8	chr1	-	12866551	12991135	Slco5a1
ENSMUST00000115402.7	chr1	-	12871347	12991177	Slco5a1
ENSMUST00000136197.7	chr1	-	12878594	12991135	Slco5a1
ENSMUST00000146763.7	chr1	-	12879682	12990914	Slco5a1
ENSMUST00000147606.2	chr1	-	12879682	12990914	Slco5a1
ENSMUST00000191708.1	chr1	-	13059400	13059951	Gm37162
ENSMUST00000187394.1	chr1	+	13068837	13078662	Gm29283
ENSMUST00000047577.6	chr1	-	13113456	13127163	Prdm14
ENSMUST00000081713.10	chr1	-	13139104	13372439	Ncoa2
ENSMUST00000068304.12	chr1	-	13139158	13374083	Ncoa2
ENSMUST00000006037.12	chr1	-	13142474	13374083	Ncoa2
ENSMUST00000195493.1	chr1	-	13177461	13179714	Gm38376
ENSMUST00000195811.1	chr1	-	13234808	13236434	Gm37409
ENSMUST00000183805.1	chr1	+	13262197	13262279	Gm27881
ENSMUST00000194484.1	chr1	-	13289811	13290506	Gm38223
ENSMUST00000194357.1	chr1	-	13297035	13298907	Gm37702
ENSMUST00000157157.1	chr1	-	13334497	13334609	Gm23169
ENSMUST00000195506.1	chr1	-	13343562	13348204	Gm38120
ENSMUST00000195718.1	chr1	-	13354482	13356730	Gm38380
ENSMUST00000185813.1	chr1	+	13376069	13388413	Gm29570
ENSMUST00000027068.10	chr1	-	13564697	13589910	Tram1
ENSMUST00000027071.6	chr1	-	13623329	13660546	Lactb2
ENSMUST00000194537.1	chr1	-	13641482	13642748	Gm38319
ENSMUST00000088542.3	chr1	+	13668770	13701723	Xkr9
ENSMUST00000104180.1	chr1	-	13774333	13774464	Gm26273
ENSMUST00000194709.1	chr1	-	13846870	13849119	Gm36947
ENSMUST00000158733.1	chr1	+	13932377	13932685	Gm25491
ENSMUST00000193148.1	chr1	-	14109214	14112819	Gm37400
ENSMUST00000027066.12	chr1	-	14168953	14310200	Eya1
ENSMUST00000168081.8	chr1	-	14168957	14310235	Eya1
ENSMUST00000080664.13	chr1	-	14169665	14310119	Eya1
ENSMUST00000190337.6	chr1	-	14170642	14304570	Eya1
ENSMUST00000179783.1	chr1	+	14182577	14182677	Gm22616
ENSMUST00000193605.1	chr1	-	14255551	14255990	Gm37444
ENSMUST00000187401.1	chr1	+	14752936	14776931	Gm9947
ENSMUST00000027062.6	chr1	-	14753345	14755990	Msc
ENSMUST00000067599.1	chr1	+	14755453	14758373	Gm9947
ENSMUST00000194866.1	chr1	+	14788644	14792965	Gm37412
ENSMUST00000041447.4	chr1	-	14872647	14918862	Trpa1
ENSMUST00000235071.1	chr1	-	14873505	14918835	Trpa1
ENSMUST00000157534.1	chr1	-	15019039	15019159	Gm26345
ENSMUST00000175681.2	chr1	+	15287253	15712548	Kcnb2
ENSMUST00000170146.2	chr1	+	15312451	15723750	Kcnb2
ENSMUST00000193873.1	chr1	+	15364301	15365834	Gm38116
ENSMUST00000194564.1	chr1	+	15556248	15558337	Gm37138
ENSMUST00000158204.1	chr1	-	15685934	15686046	Gm25227
ENSMUST00000104189.1	chr1	+	15757831	15757963	Gm25168
ENSMUST00000188371.6	chr1	+	15805645	15844052	Terf1
ENSMUST00000027057.7	chr1	+	15805663	15843470	Terf1
ENSMUST00000194867.1	chr1	+	15853330	15856499	Gm37509
ENSMUST00000040695.4	chr1	-	15853861	15892722	Sbspon
ENSMUST00000158318.1	chr1	+	15879529	15879832	Gm23259
ENSMUST00000115367.7	chr1	-	16065978	16081212	4930444P10Rik
ENSMUST00000145070.7	chr1	-	16065978	16093325	4930444P10Rik
ENSMUST00000151004.1	chr1	-	16065978	16093325	4930444P10Rik
ENSMUST00000058437.13	chr1	-	16101294	16104662	Rpl7
ENSMUST00000027053.7	chr1	+	16105773	16133734	Rdh10
ENSMUST00000192560.1	chr1	-	16208196	16210517	Gm38249
ENSMUST00000186343.1	chr1	+	16228505	16244062	Gm28095
ENSMUST00000162751.7	chr1	-	16228673	16519306	Stau2
ENSMUST00000054668.12	chr1	-	16228800	16519228	Stau2
ENSMUST00000162627.7	chr1	-	16228803	16519228	Stau2
ENSMUST00000027052.12	chr1	-	16228809	16519306	Stau2
ENSMUST00000162435.7	chr1	-	16228815	16520112	Stau2
ENSMUST00000161626.1	chr1	+	16253591	16258861	Gm7568
ENSMUST00000160446.7	chr1	+	16253591	16267921	Gm7568
ENSMUST00000159558.7	chr1	-	16343406	16519211	Stau2
ENSMUST00000128957.8	chr1	-	16343485	16519247	Stau2
ENSMUST00000131257.8	chr1	-	16343570	16520067	Stau2
ENSMUST00000162007.7	chr1	-	16344290	16519240	Stau2
ENSMUST00000149320.8	chr1	-	16345593	16519307	Stau2
ENSMUST00000115359.9	chr1	-	16459714	16519260	Stau2
ENSMUST00000145092.7	chr1	-	16460103	16520021	Stau2
ENSMUST00000144138.3	chr1	-	16460212	16520020	Stau2
ENSMUST00000182554.8	chr1	-	16540789	16619312	Ube2w
ENSMUST00000117146.8	chr1	-	16569781	16619489	Ube2w
ENSMUST00000195710.1	chr1	+	16618559	16621539	Gm38342
ENSMUST00000188641.6	chr1	-	16641724	16656884	Eloc
ENSMUST00000115352.9	chr1	-	16642766	16657042	Eloc
ENSMUST00000186948.6	chr1	-	16643141	16657018	Eloc
ENSMUST00000187910.6	chr1	-	16643168	16657038	Eloc
ENSMUST00000185771.6	chr1	-	16643190	16656914	Eloc
ENSMUST00000181371.1	chr1	+	16657551	16662278	D030040B21Rik
ENSMUST00000177501.1	chr1	+	16665206	16678195	Tmem70
ENSMUST00000065373.5	chr1	+	16665209	16678275	Tmem70
ENSMUST00000026881.10	chr1	+	16688432	16709611	Ly96
ENSMUST00000190366.1	chr1	+	16688507	16709537	Ly96
ENSMUST00000186604.1	chr1	+	16898184	17091631	Gm28376
ENSMUST00000194790.1	chr1	+	16930969	16931796	4921511E07Rik
ENSMUST00000038382.4	chr1	-	16994937	17097889	Jph1
ENSMUST00000188872.1	chr1	+	17124746	17128956	Gm28783
ENSMUST00000026879.7	chr1	+	17145361	17164271	Gdap1
ENSMUST00000187817.1	chr1	+	17168402	17173103	Gm28784
ENSMUST00000158909.1	chr1	+	17520000	17520111	Gm25166
ENSMUST00000088476.3	chr1	+	17601900	17630939	Pi15
ENSMUST00000186267.1	chr1	-	17615083	17641081	Gm28154
ENSMUST00000155588.7	chr1	-	17676026	17727284	Gm16070
ENSMUST00000127328.1	chr1	-	17692903	17727646	Gm16070
ENSMUST00000149914.1	chr1	-	17724983	17727255	Gm16070
ENSMUST00000159958.7	chr1	+	17727044	17765575	Crispld1
ENSMUST00000095075.4	chr1	+	17727087	17766344	Crispld1
ENSMUST00000189853.1	chr1	-	17741914	17805417	Gm28153
ENSMUST00000209405.1	chr1	-	17994461	18059056	Gm28756
ENSMUST00000026876.12	chr1	-	18115190	18145902	Crisp4
ENSMUST00000115340.7	chr1	-	18115203	18137051	Crisp4
ENSMUST00000115344.1	chr1	-	18115599	18145902	Crisp4
ENSMUST00000097818.1	chr1	-	18236472	18237443	Defb18
ENSMUST00000088463.1	chr1	-	18250979	18265138	Defb41
ENSMUST00000097817.3	chr1	-	18260523	18265080	Defb41
ENSMUST00000158175.1	chr1	-	18969761	18969833	Gm24075
ENSMUST00000159108.2	chr1	-	19063299	19104840	Gm15825
ENSMUST00000037294.7	chr1	+	19103021	19166346	Tfap2d
ENSMUST00000027059.10	chr1	+	19208913	19238576	Tfap2b
ENSMUST00000187754.6	chr1	+	19208959	19238083	Tfap2b
ENSMUST00000064976.5	chr1	+	19212053	19234624	Tfap2b
ENSMUST00000189218.1	chr1	+	19242724	19243769	Gm28340
ENSMUST00000122719.1	chr1	-	19513854	19513919	Gm24633
ENSMUST00000193790.1	chr1	+	19614268	19616767	Gm38382
ENSMUST00000088448.11	chr1	-	20057778	20618064	Pkhd1
ENSMUST00000194347.1	chr1	-	20062069	20065548	Gm37315
ENSMUST00000161509.2	chr1	+	20356451	20392300	4930486I03Rik
ENSMUST00000093665.1	chr1	-	20444810	20444912	Gm24162
ENSMUST00000227082.1	chr1	+	20669881	20682958	Gm28653
ENSMUST00000083625.1	chr1	+	20679009	20679082	Mir206
ENSMUST00000185494.1	chr1	+	20679022	20684298	Gm28653
ENSMUST00000083546.1	chr1	+	20682768	20682887	Mir133b
ENSMUST00000027061.4	chr1	+	20730904	20734496	Il17a
ENSMUST00000039046.9	chr1	-	20777145	20784270	Il17f
ENSMUST00000053266.10	chr1	-	20802967	20820312	Mcm3
ENSMUST00000185290.1	chr1	+	20836660	20839689	Gm28065
ENSMUST00000158233.1	chr1	-	20842534	20842666	Gm24723
ENSMUST00000181654.1	chr1	-	20888649	20890473	6720483E21Rik
ENSMUST00000189400.6	chr1	+	20890605	20939650	Paqr8
ENSMUST00000104126.1	chr1	-	20915409	20915540	Gm24171
ENSMUST00000068880.13	chr1	+	20917839	20939055	Paqr8
ENSMUST00000167119.7	chr1	+	20917873	20935749	Paqr8
ENSMUST00000187651.1	chr1	+	20922258	20935756	Paqr8
ENSMUST00000038447.5	chr1	+	20951687	20990841	Efhc1
ENSMUST00000037998.5	chr1	-	20996298	21079229	Tram2
ENSMUST00000186612.1	chr1	+	21080113	21081748	Gm28287
ENSMUST00000027065.11	chr1	+	21218574	21230167	Tmem14a
ENSMUST00000027064.7	chr1	+	21218661	21230164	Tmem14a
ENSMUST00000191648.1	chr1	+	21234721	21236821	Gm38224
ENSMUST00000027067.14	chr1	+	21240588	21265661	Gsta3
ENSMUST00000121676.7	chr1	+	21240606	21265021	Gsta3
ENSMUST00000185842.1	chr1	-	21250358	21271593	Gm28836
ENSMUST00000088407.3	chr1	+	21349640	21352200	Khdc1a
ENSMUST00000070223.5	chr1	+	21368330	21370845	Khdc1c
ENSMUST00000147615.1	chr1	+	21383555	21386373	Khdc1b
ENSMUST00000029667.12	chr1	-	21398402	21961581	Kcnq5
ENSMUST00000115300.7	chr1	-	21398407	21961942	Kcnq5
ENSMUST00000173058.7	chr1	-	21402162	21961581	Kcnq5
ENSMUST00000173404.1	chr1	-	21402162	21961581	Kcnq5
ENSMUST00000192487.1	chr1	-	21454690	21457017	Gm36949
ENSMUST00000194737.1	chr1	-	21838947	21840514	Gm38243
ENSMUST00000081544.12	chr1	-	22286250	22805724	Rims1
ENSMUST00000097809.9	chr1	-	22286250	22805724	Rims1
ENSMUST00000097810.9	chr1	-	22286250	22805724	Rims1
ENSMUST00000097811.9	chr1	-	22286250	22805724	Rims1
ENSMUST00000115273.8	chr1	-	22286250	22805724	Rims1
ENSMUST00000164877.7	chr1	-	22286914	22315805	Rims1
ENSMUST00000218140.1	chr1	-	22533954	22805994	Rims1
ENSMUST00000191045.1	chr1	-	23048294	23235673	Gm29506
ENSMUST00000073179.5	chr1	-	23100472	23102253	Ppp1r14bl
ENSMUST00000158928.1	chr1	+	23245210	23245331	Gm24176
ENSMUST00000193885.1	chr1	-	23255684	23256407	Gm6420
ENSMUST00000083471.3	chr1	+	23272268	23272339	Mir30a
ENSMUST00000182303.1	chr1	+	23291536	23291935	Gm27028
ENSMUST00000083633.1	chr1	+	23291700	23291784	Mir30c-2
ENSMUST00000190910.1	chr1	+	23293728	23294075	Gm29107
ENSMUST00000027343.5	chr1	-	23366423	23383175	Ogfrl1
ENSMUST00000191140.1	chr1	+	23574586	23596664	Gm28822
ENSMUST00000144602.1	chr1	+	23761752	23815740	B3gat2
ENSMUST00000063663.5	chr1	+	23761925	23849158	B3gat2
ENSMUST00000140583.1	chr1	+	23762010	23815739	B3gat2
ENSMUST00000027339.13	chr1	-	23845624	23922317	Smap1
ENSMUST00000129254.7	chr1	-	23846295	23909689	Smap1
ENSMUST00000027338.3	chr1	-	23995938	24005656	Sdhaf4
ENSMUST00000192339.1	chr1	+	24005504	24005894	Gm26524
ENSMUST00000187752.6	chr1	-	24011244	24100194	Fam135a
ENSMUST00000187369.6	chr1	-	24011590	24100182	Fam135a
ENSMUST00000027337.14	chr1	-	24011680	24100333	Fam135a
ENSMUST00000192408.1	chr1	+	24100624	24103424	Gm37580
ENSMUST00000054588.14	chr1	+	24177609	24252684	Col9a1
ENSMUST00000088349.2	chr1	+	24195186	24252684	Col9a1
ENSMUST00000115244.8	chr1	-	24263993	24587472	Col19a1
ENSMUST00000051344.5	chr1	-	24279769	24587411	Col19a1
ENSMUST00000104275.1	chr1	-	24548840	24548977	Gm26418
ENSMUST00000191471.6	chr1	+	24678629	24765448	Lmbrd1
ENSMUST00000186096.6	chr1	+	24678659	24707051	Lmbrd1
ENSMUST00000095062.9	chr1	+	24678925	24766301	Lmbrd1
ENSMUST00000186563.1	chr1	-	24963208	24964976	Gm28237
ENSMUST00000189477.1	chr1	-	24963995	24965158	Gm28237
ENSMUST00000185379.1	chr1	-	25026580	25027232	Gm29414
ENSMUST00000126626.7	chr1	-	25067475	25228826	Adgrb3
ENSMUST00000135518.7	chr1	-	25067549	25829511	Adgrb3
ENSMUST00000151309.7	chr1	-	25067549	25829707	Adgrb3
ENSMUST00000041838.6	chr1	-	25067677	25826760	Adgrb3
ENSMUST00000193138.1	chr1	-	25276403	25277954	Gm20172
ENSMUST00000178643.1	chr1	-	25279444	25279551	Gm22260
ENSMUST00000192443.1	chr1	-	25284217	25285248	Gm37543
ENSMUST00000192367.1	chr1	-	25296511	25299886	Gm37331
ENSMUST00000193392.1	chr1	-	25314275	25317708	Gm37211
ENSMUST00000193079.1	chr1	-	25325865	25328398	Gm37862
ENSMUST00000195128.1	chr1	-	25345977	25349082	Gm38286
ENSMUST00000192216.1	chr1	-	25362563	25365820	Gm37880
ENSMUST00000122791.1	chr1	+	25451070	25451174	Gm25294
ENSMUST00000195543.1	chr1	-	25608249	25611184	Gm37011
ENSMUST00000194535.1	chr1	-	25620237	25623180	Gm37051
ENSMUST00000193573.1	chr1	-	25672244	25676239	Gm38260
ENSMUST00000194644.1	chr1	-	25686061	25691501	Gm37628
ENSMUST00000192614.1	chr1	-	25722037	25724778	8030445P17Rik
ENSMUST00000191772.1	chr1	-	25735388	25738969	Gm38198
ENSMUST00000195723.1	chr1	-	25755342	25759033	Gm37077
ENSMUST00000192448.1	chr1	-	25775756	25780306	Gm37895
ENSMUST00000194923.1	chr1	-	25797280	25800905	Gm36952
ENSMUST00000195187.1	chr1	-	25804096	25807406	Gm37602
ENSMUST00000193912.1	chr1	-	25808955	25809972	2900022M07Rik
ENSMUST00000195754.1	chr1	-	25824389	25824719	2900002M20Rik
ENSMUST00000194343.1	chr1	+	25830656	25831878	Gm9884
ENSMUST00000157486.1	chr1	+	26566832	26566938	Gm24064
ENSMUST00000097801.3	chr1	-	26681813	26687460	4931408C20Rik
ENSMUST00000179494.1	chr1	-	26959102	26959221	n-R5s209
ENSMUST00000185409.1	chr1	+	27884045	27902396	Gm5524
ENSMUST00000193585.1	chr1	+	28569917	28571431	Gm38089
ENSMUST00000059937.4	chr1	-	28776116	28780252	Gm597
ENSMUST00000082499.1	chr1	-	29280963	29281075	Gm25586
ENSMUST00000116975.1	chr1	+	29301479	29301579	Gm22679
ENSMUST00000116741.1	chr1	-	29361274	29361370	Gm23785
ENSMUST00000183870.1	chr1	+	29421487	29421612	Mir6342
ENSMUST00000178702.1	chr1	+	29985933	29986043	Gm23771
ENSMUST00000184585.1	chr1	-	30333290	30333397	Gm27430
ENSMUST00000065469.2	chr1	-	30718559	30719962	Gm9898
ENSMUST00000186733.6	chr1	-	30802338	30873581	Phf3
ENSMUST00000088310.9	chr1	-	30802341	30863256	Phf3
ENSMUST00000195437.1	chr1	-	30833547	30836431	Gm37522
ENSMUST00000192050.1	chr1	-	30865503	30868538	Gm37906
ENSMUST00000232841.1	chr1	-	30940301	30949309	Ptp4a1
ENSMUST00000233506.1	chr1	-	30940301	30949770	Ptp4a1
ENSMUST00000027232.14	chr1	-	30940302	30949755	Ptp4a1
ENSMUST00000076587.5	chr1	-	30941579	30949757	Ptp4a1
ENSMUST00000238874.1	chr1	-	30949583	30949691	Ptp4a1
ENSMUST00000178317.3	chr1	-	30977242	30977968	Gm5698
ENSMUST00000233331.1	chr1	-	30997841	31222617	4931428L18Rik
ENSMUST00000152491.3	chr1	-	30997866	30999904	4931428L18Rik
ENSMUST00000187892.7	chr1	-	30997866	31222597	4931428L18Rik
ENSMUST00000191364.1	chr1	+	31041918	31043675	Gm28644
ENSMUST00000184868.1	chr1	-	31122724	31122862	Gm27362
ENSMUST00000186448.1	chr1	+	31136025	31150105	Gm29128
ENSMUST00000062560.13	chr1	+	31176400	31204725	Lgsn
ENSMUST00000027230.2	chr1	+	31222837	31224288	Pih1d3
ENSMUST00000104476.1	chr1	-	31259592	31259719	Gm26145
ENSMUST00000157995.1	chr1	-	31656631	31656738	Gm23032
ENSMUST00000027226.11	chr1	+	32172713	32658568	Khdrbs2
ENSMUST00000189878.1	chr1	+	32172728	32246878	Khdrbs2
ENSMUST00000188257.6	chr1	+	32172747	32338354	Khdrbs2
ENSMUST00000185666.1	chr1	+	32172886	32311090	Khdrbs2
ENSMUST00000082754.1	chr1	-	32213132	32213239	Gm25814
ENSMUST00000195178.1	chr1	+	32473756	32475565	Gm37999
ENSMUST00000192993.1	chr1	+	32485314	32486942	Gm37110
ENSMUST00000193099.1	chr1	+	32496443	32497988	Gm37911
ENSMUST00000195252.1	chr1	-	32519562	32520999	Gm9839
ENSMUST00000195761.1	chr1	+	32539027	32542440	Gm37792
ENSMUST00000171322.2	chr1	-	32543685	32547294	Gm5415
ENSMUST00000158864.1	chr1	-	32568358	32568421	Gm24732
ENSMUST00000195241.1	chr1	+	32710178	32712648	Gm37426
ENSMUST00000158770.1	chr1	+	32726638	32726930	Gm23024
ENSMUST00000194631.1	chr1	-	32967483	32972490	Gm37151
ENSMUST00000195240.1	chr1	+	33065129	33066350	Gm37724
